key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code,
5208,4220580,NEW YORK CITY PUBLIC SCHOOLS,110 LIVINGSTON STREET,Brooklyn,Kings,New York,11201,BERNARD DONOVAN,853,1526,334841,15753,244302,467365,0,0,0,0,0,0,0,0,0,0,46,4864,153,614,54387,0,0,138,0,27,1276,0,0,0,270582939649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5209,4300030,ALAMANCE COUNTY,COURT SQUARE        (P. O. BOX 1,Graham,Alamance,North Carolina,27253,DR. JOHN DEASON,24,2,2864,3,1,9979,0,0,0,0,0,0,0,0,0,0,0,135,0,0,421,0,0,9,0,0,12,0,0,34,4294967296,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5210,4300510,BURLINGTON CITY,P.O. BOX 938,Burlington,Alamance,North Carolina,27215,BRANK PROFFITT,14,0,2052,0,0,7737,0,0,0,0,0,0,0,0,0,0,0,72,0,0,341,0,0,1,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5211,4300090,ALEXANDER COUNTY,MAIN AVENUE DRIVE S. E.,Taylorsville,Alexander,North Carolina,28681,DWIGHT L. ISENHOUR,8,6,370,0,1,3903,0,0,0,0,0,0,0,0,0,0,0,10,0,0,157,0,0,0,0,0,3,0,0,0,8589934592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5212,4300120,ALLEGHENY CO     SCHOOL DISTRICT,,Sparta,Alleghany,North Carolina,28675,JOHN F. WOODRUFF,4,0,71,0,0,1697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5213,4300180,ANSON COUNTY SCHOOL ADMINISTRATI,P. O. BOX 719,Wadesboro,Anson,North Carolina,28170,W. L. WILDERMUTH,14,7,3695,0,0,2610,0,0,0,0,0,0,0,0,0,0,0,135,0,0,143,0,0,1,0,0,2,0,0,0,17179869188,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5214,4300210,ASHE COUNTY,,Jefferson,Ashe,North Carolina,2864,FRANK JAMES,11,0,47,0,0,4634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212,0,0,0,0,0,7,0,0,0,21474836485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5215,4304770,WASHINGTON CITY SCHOOLS,EAST SEVENTH STREET,Washington,Beaufort,North Carolina,27889,JASPER L. LEWIS,7,0,1782,0,0,2501,0,0,0,0,0,0,0,0,0,0,0,58,0,0,119,0,0,3,0,0,0,0,0,0,30064771073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5216,4300330,BEAUFORT COUNTY,P. O. BOX 970,Washington,Beaufort,North Carolina,,W. F. VEASEY,10,0,2397,0,0,2644,0,0,0,0,0,0,0,0,0,0,0,72,0,0,146,0,0,1,0,0,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5217,4300360,BERTIE COUNTY,X 10,Windsor,Bertie,North Carolina,27983,JOHN L. DUPREE,14,0,4737,0,1,1749,0,0,0,0,0,0,0,0,0,0,0,156,0,0,103,0,0,2,0,0,7,0,0,0,34359738376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5218,4300390,BLADEN C,,Elizabethtown,Bladen,North Carolina,28337,D. M. CALHOUN,0,0,3868,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,150,0,1,184,0,0,3,0,0,6,0,0,0,38654705673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5219,4300420,BRUNSWICK COUNTY SCHOOLS,P. O. BOX 848,Southport,Brunswick,North Carolina,28461,GEORGE F. WILLIAMS,8,0,2420,0,0,3653,0,0,0,0,0,0,0,0,0,0,0,100,0,0,153,0,0,4,0,0,7,0,0,0,42949672970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5220,4300270,ASHEVILLE CITY SCHOOLS,X 7347,Asheville,Buncombe,North Carolina,28807,W. P. GRIFFIN,14,11,2763,7,12,6112,0,0,0,0,0,0,0,0,0,0,0,108,0,0,287,0,0,3,0,0,11,0,0,0,47244640257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5221,4300450,BUNCOMBE COUNTY,X 7557,Asheville,Buncombe,North Carolina,,T. C. ROBERSON,33,8,709,6,1,20136,0,0,0,0,0,0,0,0,0,0,0,17,0,0,817,0,0,1,0,0,1,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5222,4390030,GLEN ALPINE CITY,PO BOX 565,Glen Alpine,Burke,North Carolina,28628,MR. EARL C. WHITENER,3,0,211,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,2,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5223,4390060,MORGANTON CITY SCHOOLS,204 AVERY AVENUE PO DRAWER 429,Morganton,Burke,North Carolina,28655,DR. ROBERT A. NELSON,6,0,430,5,0,1978,0,0,0,0,0,0,0,0,0,0,0,11,0,1,97,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5224,4300480,BURKE COUNTY SCHOOL SYSTEM,121 NORTH KING STREET,Morganton,Burke,North Carolina,,J. L. JOHNSON,14,10,434,4,0,8511,0,0,0,0,0,0,0,0,0,0,1,19,1,0,357,0,0,0,0,0,24,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5225,4300990,CONCORD CITY,60 GROVE AVENUE N W,Concord,Cabarrus,North Carolina,2802,W. W. HARTSELL,7,3,1027,0,0,2972,0,0,0,0,0,0,0,0,0,0,0,43,0,0,123,0,0,7,0,0,10,0,0,0,55834574849,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5226,4300540,CABARRUS COUNTY SCHOOLS,"190 HIGHWAY 29, NORTH",Concord,Cabarrus,North Carolina,,JAY M. ROBINSON,11,9,1142,2,0,6884,0,0,0,0,0,0,0,0,0,0,0,25,0,0,311,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5227,4302430,KANNAPOLIS CITY,FIRST & DENVER STREET,Kannapolis,Cabarrus,North Carolina,28081,W. J. BULLOCK,9,0,1070,0,0,5104,0,0,0,0,0,0,0,0,0,0,0,45,0,0,210,0,0,0,0,0,6,0,0,0,501,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5228,4302580,LENOIR CITY ADMINISTRATIVE UNIT,211 WEST COLLEGE AVENUE,Lenoir,Caldwell,North Carolina,28645,J. G. HAGAMAN,5,0,566,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,12,0,1,85,0,0,0,0,0,1,0,0,0,60129542145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5229,4300570,CALDWELL COUNTY SCHOOLS,P. O. BOX 309,Lenoir,Caldwell,North Carolina,,E. M. WHITE,18,0,487,1,2,11322,0,0,0,0,0,0,0,0,0,0,0,11,0,0,469,0,0,2,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5230,4300600,CAMDEN COUNTY,,Camden,Camden,North Carolina,27921,D. B. BURGESS,3,0,729,0,0,746,0,0,0,0,0,0,0,0,0,0,0,26,0,0,32,0,0,0,0,0,5,0,0,0,64424509455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5231,4300630,CARTERET COUNTY,,Beaufort,Carteret,North Carolina,28516,T. L. LEE,12,23,1063,23,3,5960,0,0,0,0,0,0,0,0,0,0,0,29,0,0,257,0,0,1,0,0,0,0,0,0,68719476752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5232,4300660,CASWELL COUNTY SCHOOLS,,Yanceyville,Caswell,North Carolina,27379,THOMAS H. WHITLEY,13,0,2986,0,1,2295,0,0,0,0,0,0,0,0,0,0,0,126,0,1,95,0,0,4,0,0,3,0,0,0,73014444049,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5233,4303360,NEWTON-CONOVER CITY SCHOOLS,30 WEST 6TH STREET,Newton,Catawba,North Carolina,28658,N. S. CRANFORD,7,0,434,0,0,2664,0,0,0,0,0,0,0,0,0,0,0,9,0,0,122,0,0,0,0,0,5,0,0,0,77309411329,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5234,4302190,HICKORY CITY SCHOOLS,"432 4TH AVE., S.W.",Hickory,Catawba,North Carolina,28601,JOSEPH H. WISHON,13,1,1119,5,2,5692,0,0,0,0,0,0,0,0,0,0,0,28,0,0,262,0,0,1,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5235,4300690,CATAWBA COUNTY,BOX 1000,Newton,Catawba,North Carolina,28658,H. M. ARNDT,19,5,984,0,3,9615,0,0,0,0,0,0,0,0,0,0,0,30,0,0,384,0,0,3,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5236,4300750,CHATHAM     TY SCHOOLS,20 SOUTH ST. (P. O. BOX 128),Pittsboro,Chatham,North Carolina,27312,PERRY W. HARRISON,13,1,2660,0,2,4363,0,0,0,0,0,0,0,0,0,0,0,94,0,0,210,0,0,2,0,0,14,0,0,0,81604378643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5237,4300150,ANDREWS CITY SCHOOLS,6TH AND WALNUT STREET,Andrews,Cherokee,North Carolina,28901,LANDRUM C. WILSO,3,0,21,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,1,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5238,4303240,MURPHY CITY SCHOOLS,,Murphy,Cherokee,North Carolina,6,MR. JOHN JORDAN,2,3,76,1,1,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5239,4300780,CHEROKEE COUNTY,PEACHTREE STREET,Murphy,Cherokee,North Carolina,,LLOYD W. HENDRIX,6,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5240,4300840,EDENTON-CHOWAN SCHOOLS,EAST KING ST,Edenton,Chowan,North Carolina,27932,F. L. BRITT,5,0,1716,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,65,0,0,75,0,0,4,0,0,4,0,0,0,90194313217,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5241,4302460,KINGS MOUNTAIN CITY SCHOOLS,107 E. RIDGE STREET (P. O. BOX 1,Kings Mountain,Cleveland,North Carolina,28086,DONALD D. JONES,10,0,961,0,2,3247,0,0,0,0,0,0,0,0,0,0,0,31,0,0,146,0,0,0,0,0,5,0,0,0,98784247808,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5242,4304230,SHELBY CITY SCHOOLS,310 EAST MARION STREET,Shelby,Cleveland,North Carolina,28150,MALCOLM E. BROWN,11,0,1374,1,0,3715,0,0,0,0,0,0,0,0,0,0,0,37,0,0,199,0,0,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5243,4300900,CLEVELAND COUNTY SCHOOLS,130 SOUTH POST ROAD,Shelby,Cleveland,North Carolina,,WALTER B. THOMAS,18,0,2618,0,0,5705,0,0,0,0,0,0,0,0,0,0,0,88,0,0,265,0,0,6,0,0,13,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5244,4304920,WHITEVILLE CITY SCHOOLS,220 JEFFERSON ST,Whiteville,Columbus,North Carolina,28472,C. W. DUGGINS,5,5,1040,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,36,0,0,99,0,0,2,0,0,6,0,0,0,103079215105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5245,4300960,COLUMBUS COUNTY,WEST SMITH STREET,Whiteville,Columbus,North Carolina,,JOHN J HICKS,20,373,4211,0,1,5731,0,0,0,0,0,0,0,0,0,0,11,156,0,1,266,0,0,7,0,0,18,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5246,4303300,NEW BERN CITY SCHOOLS,520 NEW STREET,New Bern,Craven,North Carolina,28560,H. J. MAC DONALD,10,1,2309,0,0,3592,0,0,0,0,0,0,0,0,0,0,0,88,0,0,159,0,0,5,0,0,9,0,0,0,107374182401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5247,4301020,CRAVEN COUNT,,New Bern,Craven,North Carolina,,HIRAM J. MAYO,15,0,3068,0,0,5808,0,0,0,0,0,0,0,0,0,0,0,98,0,0,295,0,0,1,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5248,4301470,FAYETTEVILLE CITY SCHOOLS,HULL AND MC NUTT ROADS,Fayetteville,Cumberland,North Carolina,28303,C. REID ROSS,22,48,6384,50,84,6800,0,0,0,0,0,0,0,0,0,0,1,228,0,0,344,0,0,6,0,0,4,0,0,0,111669149697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5249,4301050,CUMBERLAND COUNT,HIGHWAY 301 SOUTH-P. O. BOX 1420,Fayetteville,Cumberland,North Carolina,2,"F. D. BYRD, JR.",46,616,6353,0,0,22922,0,0,0,0,0,0,0,0,0,0,13,276,0,0,894,0,0,12,0,0,39,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5250,4301080,CURRITUCK COUNTY SCHOOLS,,CURRITUCK,Currituck,North Carolina,27929,FRANKLIN L. PENDERGR,5,0,632,0,0,960,0,0,0,0,0,0,0,0,0,0,0,27,0,0,46,0,0,0,0,0,2,0,0,0,115964117019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5251,4301110,DARE COUNTY BOARD OF EDUCATION,P. O. BOX 638,Manteo,Dare,North Carolina,27954,SETH B. HENDERSON,4,0,122,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,2,0,0,60,0,0,0,0,0,1,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5252,4302640,LEXINGTON CITY,1010 FAIR STREET PO BOX 1068,Lexington,Davidson,North Carolina,27292,R. JACK DAVIS,9,2,1205,2,4,3928,0,0,0,0,0,0,0,0,0,0,0,44,0,0,194,0,0,0,0,0,10,0,0,0,124554051585,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5253,4304500,THOMASVILLE CITY SCHOOLS,205 EAST MAIN STREET,Thomasville,Davidson,North Carolina,27360,A. DERWOOD HUNEYCUTT,6,0,1058,0,0,2736,0,0,0,0,0,0,0,0,0,0,0,39,0,0,125,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5254,4301140,DAVIDSON COUNTY SCHOOLS,BOX 266,Lexington,Davidson,North Carolina,27292,E. LAWSON BROWN,23,10,648,0,0,12750,0,0,0,0,0,0,0,0,0,0,0,13,0,0,517,0,0,0,0,0,27,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5255,4301170,E COUNTY,P. O. BOX 447,Mocksville,Davie,North Carolina,27028,JAMES E. EVERIDGE,8,0,652,0,0,3674,0,0,0,0,0,0,0,0,0,0,0,19,0,0,156,0,0,0,0,0,6,0,0,0,128849018910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5256,4301200,DUPLIN COUNTY,X 128,Kenansville,Duplin,North Carolina,28349,C. H. YELVERTON,25,0,4721,0,8,6227,0,0,0,0,0,0,0,0,0,0,0,200,0,3,288,0,0,7,0,0,7,0,0,0,133143986207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5257,4301230,DURHAM CITY SCHOOLS,EAST CHAPEL HILL AND CLEVELAND S,Durham,Durham,North Carolina,27702,LEW W. HANNEN,28,6,7969,12,7,6351,0,0,0,0,0,0,0,0,0,0,0,303,0,0,350,0,0,12,0,0,14,0,0,0,137438953473,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5258,4301260,OUNTY SCHOOLS,P. O. BOX 3823,,Durham,North Carolina,1,"CHARLES H. CHEWNING,",22,3,2666,9,20,10693,0,0,0,0,0,0,0,0,0,0,0,127,0,0,506,0,0,2,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5259,4304470,TARBORO CITY,BRIDGERS STREET,Tarboro,Edgecombe,North Carolina,27886,O. H. FORREST,6,0,1654,0,0,2312,0,0,0,0,0,0,0,0,0,0,0,63,0,0,109,0,0,3,0,0,7,0,0,0,141733920769,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5260,4301320,EDGECOMBE COUNTY,PEARL STREET,Tarboro,Edgecombe,North Carolina,,EUGENE S. MASSEY,13,0,5572,0,0,2417,0,0,0,0,0,0,0,0,0,0,0,189,0,0,134,0,0,0,0,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5261,4301500,WINSTON-SALEM/FORSYTH COUNTY,GRANVILLE DRIVE-POST OFFICE BOX,Winston-Salem,Forsyth,North Carolina,27102,MARVIN WARD,67,37,13798,7,14,35975,0,0,0,0,0,0,0,0,0,0,0,564,0,0,1510,0,0,42,0,0,66,0,0,0,146028888098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5262,4301560,FRANKLINTON CITY SCHOOLS,19 SOUTH MAIN,Franklinton,Franklin,North Carolina,27525,R. B. GORDON,2,0,913,0,0,636,0,0,0,0,0,0,0,0,0,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0,150323855361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5263,4301530,COUNTY SCHOOLS,P. O. BOX 449,Louisburg,Franklin,North Carolina,27549,WARREN W. SMITH,10,0,3112,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,102,0,0,139,0,0,0,0,0,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5264,4301620,GASTON COUNTY SCHOOLS,943 OSCEOLA ST BOX 2319,Gastonia,Gaston,North Carolina,28052,"WILLIAM H. BROWN, SU",57,0,5267,0,0,28055,0,0,0,0,0,0,0,0,0,0,0,182,0,0,1228,0,0,4,0,0,32,0,0,0,154618822692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5265,4301680,GATES COUNTY SCHOOL DISTRICT,,Gatesville,Gates,North Carolina,27938,W. C. HARRELL,6,0,1558,0,0,866,0,0,0,0,0,0,0,0,0,0,0,63,0,0,38,0,0,0,0,0,4,0,0,0,158913789989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5266,4301800,GRANVILLE COUNTY SCHOOLS,103 BELLE STREET,Oxford,Granville,North Carolina,27565,L. C. ADCOCK,18,0,4307,1,0,3893,0,0,0,0,0,0,0,0,0,0,0,160,0,0,200,0,0,0,0,0,0,0,0,0,167503724583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5267,4301830,GREENE COUNTY SCHOOLS,,Snow Hill,Greene,North Carolina,28580,ROBERT E. STROTHER,9,0,2785,0,0,1819,0,0,0,0,0,0,0,0,0,0,0,85,0,0,119,0,0,4,0,0,10,0,0,0,171798691880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5268,4301860,NSBORO PUBLIC SCHOOLS,DRAWER W,Greensboro,Guilford,North Carolina,27402,P. J. WEAVER,46,70,10027,1,0,21996,0,0,0,0,0,0,0,0,0,0,0,418,0,0,1066,0,0,16,0,0,55,0,0,0,176093659137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5269,4302220,HIGH POINT CITY SCHOOLS,900 ENGLISH ROAD,High Point,Guilford,North Carolina,27260,DR. DEAN B. PRUETTE,18,83,3700,4,7,8644,0,0,0,0,0,0,0,0,0,0,1,147,0,2,393,0,0,3,0,0,18,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5270,4301920,GUILFORD COUNTY,P. O. BOX 419,Greensboro,Guilford,North Carolina,27402,"E. P. PEARCE, JR.",34,66,3008,17,9,19393,0,0,0,0,0,0,0,0,0,0,5,94,0,0,829,0,0,12,0,0,27,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5271,4303900,ROANOKE RAPIDS CITY SCHOOLS,719 ROANOKE AVENUE,Roanoke Rapids,Halifax,North Carolina,27870,J. W. TALLEY,6,0,215,0,0,2784,0,0,0,0,0,0,0,0,0,0,0,3,0,0,128,0,0,0,0,0,8,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5272,4304890,WELDON CITY SCHOOLS,"805 WASHINGTON AVENUE, P. O. BOX",Weldon,Halifax,North Carolina,2789,B. PAUL HAMMACK,5,0,1505,0,0,842,0,0,0,0,0,0,0,0,0,0,0,54,0,0,43,0,0,1,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5273,4301950,HALIFAX COUNTY SCH ADMINISTRATIV,DOBBS STREET,Halifax,Halifax,North Carolina,27839,W. HENRY OVERMAN,18,102,8196,0,0,2357,0,0,0,0,0,0,0,0,0,0,2,322,0,0,123,0,0,4,0,0,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5274,4302010,HARNETT     TY,700 MAIN STREET,Lillington,Harnett,North Carolina,27546,R. A. GRAY,19,81,4156,6,5,7886,0,0,0,0,0,0,0,0,0,0,0,172,0,1,357,0,0,2,0,0,0,0,0,0,184683593771,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5275,4302040,HAYWOOD     TY CONSOLIDATED SCHO,MONTGOMERY,Waynesville,Haywood,North Carolina,2878,J. H. MELTON,0,17,208,0,1,8909,0,0,0,0,0,0,0,0,0,0,0,3,0,2,410,0,0,0,0,0,12,0,0,0,188978561068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5276,4302130,HENDERSONVILLE CITY SCHOOLS,129 1/2 FIFTH AVE. WEST (P. O. B,Hendersonville,Henderson,North Carolina,28739,HUGH D. RANDALL,4,0,375,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,6,0,0,94,0,0,0,0,0,1,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5277,4302100,N COUNTY,P.O. BOX 1700,Hendersonville,Henderson,North Carolina,,J. M. FOSTER,13,6,182,4,6,6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,7,0,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5278,4302160,HERTFORD COUNTY SCHOOLS,POST OFFICE BOX 158,Winton,Hertford,North Carolina,27986,R. P. MARTIN,7,1,4483,0,0,2140,0,0,0,0,0,0,0,0,0,0,0,160,0,0,113,0,0,9,0,0,3,0,0,0,197568495662,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5279,4302250,HOKE COUNTY,109 E EDINBOROUGH AVE,Raeford,Hoke,North Carolina,2837,"DONALD D. ABERNETHY,",0,718,2429,2,1,1801,0,0,0,0,0,0,0,0,0,0,24,96,0,0,100,0,0,0,0,0,0,0,0,0,201863462959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5280,4302280,HYDE        BOARD OF EDUCATION,,Swan Quarter,Hyde,North Carolina,27885,ALLEN D. BUCKLEW,4,0,71,0,19,599,0,0,0,0,0,0,0,0,0,0,0,34,0,0,28,0,0,0,0,0,4,0,0,0,206158430256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5281,4303120,MOORESVILLE CITY SCHOOLS,176 NORTH MAIN ST.  P. O. BOX 11,Mooresville,Iredell,North Carolina,2811,DR. ROLAND R. MORGAN,5,0,503,1,0,2001,0,0,0,0,0,0,0,0,0,0,0,23,0,0,86,0,0,0,0,0,3,0,0,0,210453397505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5282,4304350,STAT,P. O. BOX 911,STAT,Iredell,North Carolina,28677,A. D. KORNEGAY,10,22,1309,3,11,3573,0,0,0,0,0,0,0,0,0,0,0,39,0,1,161,0,0,3,0,0,12,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5283,4302310,IREDELL COUNTY,BOX 709,STAT,Iredell,North Carolina,,T. RAY GIBBS,19,0,1820,0,0,7697,0,0,0,0,0,0,0,0,0,0,0,64,0,0,312,0,0,2,0,0,9,0,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5284,4302340,JACKSON     TY SCHOOLS,P. O. BOX 277,Sylva,Jackson,North Carolina,28779,R. PAUL BUCHANAN,11,129,78,1,0,3237,0,0,0,0,0,0,0,0,0,0,1,2,0,0,161,0,0,0,0,0,8,0,0,0,214748364850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5285,4302370,JOHNSTON COUNTY,CHURCH AND THIRD STREETS,Smithfield,Johnston,North Carolina,27577,E. S. SIMPSON,26,0,4204,0,0,11219,0,0,0,0,0,0,0,0,0,0,0,189,0,0,532,0,0,8,0,0,9,0,0,0,219043332147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
